value;TypeofPayment;fixedOrVariableCost;Category;Category_1;Category_2;Category_3;Comment
JARVSOBACKEN,JERVSO,SE;Återbetalning;Rörligt;Fritid;;;;
JOHN SCOTT'S,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
JOHN SCOTT'S,MOLNDAL,SE;Kort;Rörligt;Mat;;;;
Jord och gödsel;Överföring;Rörligt;Boende;;;;
JULA AB,ASKIM,SE;Kort;Rörligt;Boende;;;;
Julia;Överföring;Rörligt;Presenter;;;;
Julia pres;Överföring;Rörligt;Presenter;;;;
Juljlappp Rolf;Överföring;Rörligt;Presenter;;;;
JULKLAPP ROLF;Överföring;Rörligt;Presenter;;;;
JULKLAPPAR AMAZON;Överföring;Rörligt;Presenter;;;;
JULKLAPPAR BOKUS;Överföring;Rörligt;Presenter;;;;
Julklappar Rolf;Överföring;Rörligt;Presenter;;;;
JUSEK;Betalning;Rörligt;Facket;;;;
JYSK KAALLERED,KAALLERED,SE;Kort;Rörligt;Boende;;;;
Jysk Vastra Frolunda,Vastra Frolun,SE;Kort;Rörligt;Boende;;;;
Jysk Vetlanda,Vetlanda,SE;Kort;Rörligt;Boende;;;;
K-RAUTA,MOLNDAL,SE;Kort;Rörligt;Boende;;;;
K*Adlibris A;Betalning;Rörligt;Presenter;;;;
K*Apotea AB;Betalning;Rörligt;Sjukvård;;;;
K*Bokus AB;Betalning;Rörligt;Övrigt;;;;
K*Coop.se;Betalning;Rörligt;Mat;;;;
K*DECATHLON;Betalning;Rörligt;Presenter;;;;
K*DPJ Svensk;Betalning;Rörligt;Övrigt;;;;
K*Elgiganten;Betalning;Rörligt;Övrigt;;;;
K*Hall Media;Betalning;Rörligt;Övrigt;;;;
K*Ian & Burt;Betalning;Rörligt;Övrigt;;;;
K*Leksakscit;Betalning;Rörligt;Övrigt;;;;
K*Lensway BV;Betalning;Rörligt;Övrigt;;;;
K*Matsmart I;Betalning;Rörligt;Mat;;;;
K*PL Sverige;Betalning;Rörligt;Övrigt;;;;
K*Smartphoto;Betalning;Rörligt;Övrigt;;;;
K*Tidningsku;Betalning;Rörligt;Övrigt;;;;
kaffebryggare vilg;Överföring;Rörligt;Boende;;;;
Kalaspresenter;Överföring;Rörligt;Presenter;;;;
KAPPAHL 142,V. FROLUNDA,SE;Kort;Rörligt;Kläder;;;;
KD APOTEK ASKIM;Kort;Rörligt;Sjukvård;;;;
KD APOTEK,ASKIM,SE;Kort;Rörligt;Sjukvård;;;;
KD APOTEK,GOTEBORG,SE;Kort;Rörligt;Sjukvård;;;;
KD APOTEK,HISINGS BACKA,SE;Kort;Rörligt;Sjukvård;;;;
KICKS V FROELUNDA,VAESTRA FROEL,SE;Kort;Rörligt;Kläder;;;;
KIOSKER SCANDI,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
KJELL & CO 51,VASTRA FROLUN,SE;Kort;Rörligt;Övrigt;;;;
KJELL & CO 71 GOTEBORG;Kort;Rörligt;Övrigt;;;;
Klarna;Betalning;Rörligt;Övrigt;;;;
Klarna AB;Betalning;Rörligt;Övrigt;;;;
KLARNA BANK AB;Betalning;Rörligt;Övrigt;;;;
Kläder;Kort;Rörligt;Kläder;;;;
Kläder barn;Överföring;Rörligt;Kläder;;;;
Kläder barn en;Överföring;Rörligt;Kläder;;;;
KLÄDER BARNEN;Överföring;Rörligt;Kläder;;;;
Kläder Freja Moberg;Kort;Rörligt;Kläder;;;;
KNUT I BAZAREN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
KRY.SE,STOCKHOLM,SE;Kort;Rörligt;Mat;;;;
KUNGSFOTO AB,NORRKOPING,SE;Kort;Rörligt;Sjukvård;;;;
Kylväska;Överföring;Rörligt;Boende;;;;
LAGERHAUS GOTEBORG/247,GOTEBORG,SE;Kort;Rörligt;Övrigt;;;;
Lajan;Överföring;Rörligt;Boende;;;;
Lakan;Överföring;Rörligt;Boende;;;;
lampor madrass;Överföring;Rörligt;Boende;;;;
LEKIA,ASKIM,SE;Kort;Rörligt;Övrigt;;;;
LEKIA,GOTEBORG,SE;Kort;Rörligt;Övrigt;;;;
LEOCAN AQUA INVENT AB;Betalning;Rörligt;Boende;;;;
LF FONDER;Insättning;Fasta;Övrigt;;;;
LF Göteborg och Bohuslän E-fak;Betalning;Fasta;Försäkring;;;;
LF Göteborg och Bohuslän E-faktura;Betalning;Fasta;Försäkring;;;;
LF LIV;Betalning;Fasta;Försäkring;;;;
LIDL 274/GBG FROLUNDA DIS,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
LIDL 274/GBG FROLUNDA,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
LIFE SISJON,ASKIM,SE;Kort;Rörligt;Sjukvård;;;;
LIM*RIDE COST,STOCKHOLM,SE;Kort;Rörligt;Övrigt;;;;
LIME SWEDEN,STOCKHOLM,SE;Kort;Rörligt;Övrigt;;;;
LIME,STOCKHOLM,SE;Kort;Rörligt;Övrigt;;;;
LINDEX/36,VESTRA FROLUN,SE;Kort;Rörligt;Kläder;;;;
LINDEX/39,OSKARSHAMN,SE;Kort;Rörligt;Kläder;;;;
Lindås Rasta Ibk;Betalning;Rörligt;Övrigt;;;;
Lister;Överföring;Rörligt;Boende;;;;
Listwr;Överföring;Rörligt;Boende;;;;
Lisyer;Överföring;Rörligt;Boende;;;;
Ljungby Fuktkontroll & Sanering AB;Betalning;Rörligt;Boende;;;;
LJUNGSTROMS KOK,JERVSO,SE;Kort;Rörligt;Mat;;;;
LLOYDSAPOTEK BILLDAL GOTEBORG;Kort;Rörligt;Sjukvård;;;;
LLOYDSAPOTEK BILLDAL,GOTEBORG,SE;Kort;Rörligt;Sjukvård;;;;
LLOYDSAPOTEK102,Hovaas,SE;Kort;Rörligt;Sjukvård;;;;
LUNDBY BIBLIOTE GOTEBORG;Kort;Rörligt;Övrigt;;;;
LUNDBYBADET,GOTEBORG,SE;Kort;Rörligt;Fritid;;;;
Låneinbetalning;Låneinbetalning;Fasta;Lån;;;;
LÄNSFÖRSÄKRINGAR LIV;Betalning;Fasta;Försäkring;;;;
LÄNSFÖRSÄKRINGAR ÄLVSBORG;Betalning;Fasta;Försäkring;;;;
Löneinsättning;Löneinsättning;Fasta;Lön;;;;
madrass mio;Överföring;Rörligt;Boende;;;;
madrasser 2st;Överföring;Rörligt;Boende;;;;
Mar Oskarshamn;Överföring;Rörligt;Mat;;;;
MARIA LIVS ATRASAM LIVS,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MARIAS I KINNA AB,KINNA,SE;Kort;Rörligt;Mat;;;;
MARKS KOMMUN;Betalning;Rörligt;Övrigt;;;;
MAT;Överföring;Rörligt;Mat;;;;
Mat coop;Överföring;Rörligt;Mat;;;;
mat extra;Överföring;Rörligt;Mat;;;;
mat fredrik;Överföring;Rörligt;Mat;;;;
mat hovås;Överföring;Rörligt;Mat;;;;
mat Ica maxi;Överföring;Rörligt;Mat;;;;
mat Ica naxi;Överföring;Rörligt;Mat;;;;
mat kompletering;Överföring;Rörligt;Mat;;;;
Mat midsommar;Överföring;Rörligt;Mat;;;;
Mat o apotek;Överföring;Rörligt;Mat;;;;
mat röda byx affären;Överföring;Rörligt;Mat;;;;
Mat Virserum;Överföring;Rörligt;Mat;;;;
MAT WILLY;Överföring;Rörligt;Mat;;;;
MAT WILLYS;Överföring;Rörligt;Mat;;;;
MAT, APOTEK, KLÄDER;Överföring;Rörligt;Mat;;;;
MATLYCKAN AB,NASSJO,SE;Kort;Rörligt;Mat;;;;
MATS HYLLSTAM AB;Betalning;Rörligt;Boende;;;;
MAXI ICA STORMARKNAD H,VASTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD HOGS VAST;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD HOGS,VASTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD O,OSKARSHAMN,SE;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD OSKA OSKA;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD TORS,TORSLANDA,SE;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD U,ULRICEHAMN,SE;Kort;Rörligt;Mat;;;;
MAXI ICA STORMARKNAD V,VETLANDA,SE;Kort;Rörligt;Mat;;;;
MCD 066 - A6 MC,JONKOPING,SE;Kort;Rörligt;Mat;;;;
MCD 238 GBG, RA GOTEBORG;Kort;Rörligt;Mat;;;;
MCD 238 GBG, RA,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MCD 97 - BORAS,BORAS,SE;Kort;Rörligt;Mat;;;;
MCD SCANDINAV,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MCD ULRICEHAMN,ULRICEHAMN,SE;Kort;Rörligt;Mat;;;;
MCDONALD S LAND LANDVETTER;Kort;Rörligt;Mat;;;;
MCDONALD´S LAND,LANDVETTER,SE;Kort;Rörligt;Mat;;;;
MCDONALDS 131 OSKARSHAMN;Kort;Rörligt;Mat;;;;
MCDONALDS 222 V VETLANDA;Kort;Rörligt;Mat;;;;
MCDONALDS 222 V,VETLANDA,SE;Kort;Rörligt;Mat;;;;
MCDONALDS BACK,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MCDONALDS FROLU VASTRA FROLUN;Kort;Rörligt;Mat;;;;
MCDONALDS FROLU,VASTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
MCDONALDS GOTEB,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MCDONALDS HULTA,BORAS,SE;Kort;Rörligt;Mat;;;;
MCDONALDS KINNA,KINNA,SE;Kort;Rörligt;Mat;;;;
MCDONALDS KIOSK,KUNGSBACKA,SE;Kort;Rörligt;Mat;;;;
MCDONALDS MOLND MOLNDAL;Kort;Rörligt;Mat;;;;
MCDONALDS MOLND,MOLNDAL,SE;Kort;Rörligt;Mat;;;;
MCDONALDS ONSAL,KUNGSBACKA,SE;Kort;Rörligt;Mat;;;;
MCDONALDS,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MEDIA MARKT,VASTRA FROLUN,SE;Återbetalning;Rörligt;Övrigt;;;;
MEKONOMEN BILLI,VASTRA FROLU,SE;Kort;Rörligt;Transport;;;;
MEKONOMENTORPAV,GÖTEBORG,SE;Kort;Rörligt;Transport;;;;
Metallica;Kort;Rörligt;Övrigt;;;;
Microsoft*Microsoft 36,msbill.info,IE;Kort;Fasta;Övrigt;;;;
MICROSOFT*MICROSOFT 365 P,MSBILL.INFO,IE;Kort;Fasta;Övrigt;;;;
MICROSOFT*OFFICE 365 PERS MSBI;Kort;Fasta;Övrigt;;;;
Microsoft*Office 365 Pers,msbill.info,IE;Kort;Fasta;Övrigt;;;;
Microsoft*Store,msbill.info,IE;Kort;Rörligt;Övrigt;;;;
MIO MOLNDAL,MOLNDAL,SE;Återbetalning;Rörligt;Boende;;;;
mm att coop;Överföring;Rörligt;Mat;;;;
mm att Ica maxi;Överföring;Rörligt;Mat;;;;
Mobik;Överföring;Fasta;Mobil;;;;
Mobil;Överföring;Fasta;Mobil;;;;
Mobil barnen;Överföring;Fasta;Mobil;;;;
Mobil gustaf;Överföring;Fasta;Mobil;;;;
Mobilskal Gustaf;Överföring;Rörligt;Mobil;;;;
MOBL BARNEN;Överföring;Fasta;Mobil;;;;
MR GATSBY PIZZERIA ASKIM;Kort;Rörligt;Mat;;;;
MR GATSBY PIZZERIA,Askim,SE;Kort;Rörligt;Mat;;;;
MR INDIA GOTEBORG;Kort;Rörligt;Mat;;;;
MR TOMATO,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
MYCASE-PODRUZNICA ZAGR,ZAGREB,HR;Kort;Rörligt;Övrigt;;;;
MYSKJE MACKEN,SODERALA,SE;Kort;Rörligt;Mat;;;;
NARA DEJ VETLANDA,VETLANDA,SE;Kort;Rörligt;Mat;;;;
Nat;Överföring;Rörligt;Mat;;;;
NETFLIX.COM,020790637,NL;Kort;Fasta;Övrigt;;;;
NETFLIX.COM,Amsterdam,NL;Kort;Fasta;Övrigt;;;;
NETS*collagefoto.se,Malmo,SE;Kort;Rörligt;Övrigt;;;;
NIDS 4 KIDS,GOTEBORG,SE;Kort;Rörligt;Kläder;;;;
NOBELIUS VILTAFFAR AB,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
NORDSTANS SAMFA,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
Nota Harvest by Mannerström;Kort;Rörligt;Mat;;;;
NOTKARNAN HOVASASKIM VC ASKIM;Kort;Rörligt;Sjukvård;;;;
NRG PIZZA 225,JONKOPING,SE;Kort;Rörligt;Mat;;;;
NYA*Albrechts Lunchres,97237694380,SE;Kort;Rörligt;Mat;;;;
NYA*Enhet 2008,97237694380,SE;Kort;Rörligt;Mat;;;;
NYA*Toalett,46031920985,SE;Kort;Rörligt;Övrigt;;;;
O LEARYS GOTEBO,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
OKQ8 GOTEBORG;Kort;Rörligt;Transport;;;;
OKQ8 LANDVETTER;Kort;Rörligt;Transport;;;;
OKQ8,BILLDAL,SE;Kort;Rörligt;Transport;;;;
OKQ8,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
OKQ8,VASTRA FROLUN,SE;Kort;Rörligt;Transport;;;;
OKQ8,VÄSTRA FRÖLUN,SE;Kort;Rörligt;Transport;;;;
ONGO VASTRA FROLUN;Kort;Rörligt;Transport;;;;
ONGO,VASTRA FROLUN,SE;Kort;Rörligt;Transport;;;;
PA SPARET,VIMMERBY,SE;Kort;Rörligt;Mat;;;;
Panda -Gustav /Bengt;Kort;Rörligt;Övrigt;;;;
Pandaförsäljningen;Kort;Rörligt;Övrigt;;;;
PANDURO HOBBY,VESTRA FROLUN,SE;Kort;Rörligt;Övrigt;;;;
PARKERINGSBOLAGET GOTEBORG;Kort;Rörligt;Transport;;;;
PARKERINGSBOLAGET,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
Parkeringstjänst Väst AB;Betalning;Rörligt;Transport;;;;
Parkster / Billogram;Betalning;Rörligt;Transport;;;;
PayEx Sverige AB/Hemfrid i Sverige;Betalning;Rörligt;Boende;;;;
Paynova AB (publ);Betalning;Rörligt;Övrigt;;;;
PERSSONS HYRMASKINER AB C;Betalning;Rörligt;Boende;;;;
PILENS PIZZERIA,ASKIM,SE;Kort;Rörligt;Mat;;;;
PIZZERIA VIVALDI,ASKIM,SE;Kort;Rörligt;Mat;;;;
pjäxor;Kort;Rörligt;Fritid;;;;
PLANTAGEN ASKIM ASKIM;Kort;Rörligt;Boende;;;;
PLANTAGEN ASKIM,ASKIM,SE;Kort;Rörligt;Boende;;;;
PodMe Stockholm;Kort;Rörligt;Övrigt;;;;
PodMe,Stockholm,SE;Kort;Rörligt;Övrigt;;;;
Polismyndigheten;Betalning;Rörligt;Övrigt;;;;
PRALINEHUSET H.R AB,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PREEM ASKIM;Kort;Rörligt;Transport;;;;
PREEM,ASKIM,SE;Kort;Rörligt;Transport;;;;
PREEM,BORAS,SE;Kort;Rörligt;Transport;;;;
PREEM,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
PREEM,MÅLILLA,SE;Kort;Rörligt;Transport;;;;
PRESENT G O;Överföring;Rörligt;Presenter;;;;
PRESENT GUNVOR;Överföring;Rörligt;Presenter;;;;
PRESENT GUSTAF;Överföring;Rörligt;Presenter;;;;
present Maria;Kort;Rörligt;Presenter;;;;
Presenter;Överföring;Rörligt;Presenter;;;;
PRESSBYRAN 4025133,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4028140,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4028142,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4050156,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4128121,V. FROLUNDA,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4128810,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4244040,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4325123,VASTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
PRESSBYRAN 4325181,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRÅN 4150145,GÖTEBORG,SE;Kort;Rörligt;Mat;;;;
PRESSBYRÅN 4228100,GÖTEBORG,SE;Kort;Rörligt;Mat;;;;
Qliro;Kort;Rörligt;Övrigt;;;;
QSTAR VETLANDA,VETLANDA,SE;Kort;Rörligt;Transport;;;;
RADIOSPELET,VASTRA FROLUN,SE;Kort;Rörligt;Övrigt;;;;
RAINBOW GLASS GODIS,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
RASTPUNKT LAXA,LAXA,SE;Kort;Rörligt;Mat;;;;
Regionservice Patientfakturor;Betalning;Rörligt;Sjukvård;;;;
Regnkläder;Överföring;Rörligt;Kläder;;;;
REPAIRHOUSE AB,Vastra Frolun,SE;Kort;Rörligt;Övrigt;;;;
Resesäng;Överföring;Rörligt;Boende;;;;
RESTAURANG DUBBEL GARDEN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
RESTAURANG GAST,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
RESTAURANG GREENS,VESTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
RESTAURANG RASA SA YANG,MOLNDAL,SE;Kort;Rörligt;Mat;;;;
RESTURANG DIVAN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
Resurs Bank AB;Betalning;Rörligt;Övrigt;;;;
Rivjärn;Kort;Rörligt;Övrigt;;;;
RNB Retail and Brands,Stockholm,SE;Kort;Rörligt;Övrigt;;;;
ROOTS,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
RUDDALENS GYM,VASTRA FROLUN,SE;Kort;Rörligt;Fritid;;;;
RUSTA SISJON 46,ASKIM,SE;Kort;Rörligt;Boende;;;;
RÅDAHEDS VÄGSAMFÄLLIGHET;Betalning;Rörligt;Boende;;;;
röjsåg;Överföring;Rörligt;Boende;;;;
Saco Folksam Försäkring AB;Betalning;Rörligt;Försäkring;;;;
Saluhall;Överföring;Rörligt;Mat;;;;
saluhallen;Överföring;Rörligt;Mat;;;;
SALUHALLEN SERVERING,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SAMUI THAI KITCHEN GOTEBORG;Kort;Rörligt;Mat;;;;
Sanering;Överföring;Rörligt;Boende;;;;
SANGJATTEN SVERIGE HOG,VASTRA FROLUN,SE;Kort;Rörligt;Boende;;;;
SANGUINE,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SANKT JORGEN PARK RESORT,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SEGA GUBBEN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SHELL 7-11 61327 VIARED BORAAS;Kort;Rörligt;Transport;;;;
SHELL ASKIM VAR,ASKIM,SE;Kort;Rörligt;Transport;;;;
SHELL BOTTNARYD,BOTTNARYD,SE;Kort;Rörligt;Transport;;;;
SHELL FJARAAS,FJARAAS,SE;Kort;Rörligt;Transport;;;;
SHELL GOTEBORG,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
SHELL GÖTEBORG,,GÖTEBORG,SE;Kort;Rörligt;Transport;;;;
SHELL VASTRA FR,VASTRA FROLUN,SE;Kort;Rörligt;Transport;;;;
SISJ;Överföring;Rörligt;Övrigt;;;;
SK7512235974;Insättning;Rörligt;Övrigt;;;;
SKARA SOMMARLAND,AXVALL,SE;Kort;Rörligt;Fritid;;;;
SKATTEVERKET;Betalning;Rörligt;Skatt;;;;
SKENE KROG SVENSK OCH TUR,SKENE,SE;Kort;Rörligt;Mat;;;;
Skolkatalog;Överföring;Rörligt;Övrigt;;;;
Skolkläder och skolsaker;Överföring;Rörligt;Kläder;;;;
skor Gustaf;Överföring;Rörligt;Kläder;;;;
SKOVDE ARENA,SKOVDE,SE;Kort;Rörligt;Fritid;;;;
skridskor;Överföring;Rörligt;Fritid;;;;
skål;Kort;Rörligt;Övrigt;;;;
SMSPARK.SE,MOLNDAL,SE;Kort;Rörligt;Transport;;;;
Snabböverföring;Överföring;Rörligt;Övrigt;;;;
Solid Försäkrings AB;Betalning;Fasta;Försäkring;;;;
SOTA BAR SWEDEN AB,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SOTA BAR SWEDEN AB,KUNGALV,SE;Kort;Rörligt;Mat;;;;
Sovsäck;Överföring;Rörligt;Fritid;;;;
spackel och cement;Överföring;Rörligt;Boende;;;;
Spade;Överföring;Rörligt;Boende;;;;
SPORTARENAN GOTEBORG VESTRA FR;Kort;Rörligt;Övrigt;;;;
SPORTSHOPEN SIS,ASKIM,SE;Kort;Rörligt;Kläder;;;;
Spotify P09281CA7B Stockholm;Kort;Fasta;Övrigt;;;;
Spotify P0992C9EE2 Stockholm;Kort;Fasta;Övrigt;;;;
Spotify P0A03EB1E3 Stockholm;Kort;Fasta;Övrigt;;;;
Spotify P0A7B2EB96,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0AF2CC3CF,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0B6DEF794,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0BE528573,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0C5D60FF9,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0CD3C5122,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0D326F159,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0D8D142E8,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0DF3831D9,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0E48FDF15,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0EA6E6096,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0F05356AF,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0F6A01D74,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P0FCFC7EE8,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P10409D9E4,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P109911445,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P1102EA02C,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P1163C1786,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P11E7660D7,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P123B44EC3,Stockholm,SE;Kort;Fasta;Övrigt;;;;
Spotify P12ABBAE9D,Stockholm,SE;Kort;Fasta;Övrigt;;;;
ST1 VETLANDA,EKENÄSSJÖN,SE;Kort;Rörligt;Transport;;;;
STADIUM BACKAPL,GOTEBORG,SE;Kort;Rörligt;Kläder;;;;
STADIUM OUTLET,ASKIM,SE;Kort;Rörligt;Kläder;;;;
STADIUM SISJON,ASKIM,SE;Kort;Rörligt;Kläder;;;;
STADIUM VASTRA,VASTRA FROLUN,SE;Kort;Rörligt;Kläder;;;;
Star Stable NS9MQID1,Stockholm,SE;Kort;Rörligt;Övrigt;;;;
STAR,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
stolar jysk;Överföring;Rörligt;Boende;;;;
STORA COOP BACKAPLAN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
STORA COOP BACKEBOL,HISINGS BACKA,SE;Kort;Rörligt;Mat;;;;
STORA COOP BACKEBOL,HISINGSBACKA,SE;Kort;Rörligt;Mat;;;;
STORA COOP SISJON,ASKIM,SE;Kort;Rörligt;Mat;;;;
STORA COOP SISJÖN,ASKIM,SE;Kort;Rörligt;Mat;;;;
Storytel Sweden AB,Stockholm,SE;Kort;Rörligt;Övrigt;;;;
Stugprylar;Överföring;Rörligt;Boende;;;;
SULF Sveriges Univ.lärare och;Betalning;Fasta;Facket;;;;
SULF Sveriges Univ.lärare och forsk;Betalning;Fasta;Facket;;;;
SUSHI GARDEN,GOTEBORG,SE;Kort;Rörligt;Övrigt;;;;
SV INGENJ;Autogiro;Fasta;Facket;;;;
SVD/PayEx Sverige AB;Betalning;Rörligt;Övrigt;;;;
SVEA EKONOMI AB;Betalning;Rörligt;Övrigt;;;;
SVERIGES INGENJÖRER;Betalning;Fasta;Facket;;;;
Swish;Kort;Rörligt;Övrigt;;;;
Swish från AXEL BJÖRKLUND;Kort;Rörligt;Övrigt;;;;
Swish från Bodil Karlsson;Kort;Rörligt;Övrigt;;;;
Swish från Gunvor Karlsson;Kort;Rörligt;Övrigt;;;;
Swish från Karlsson, Bodil;Kort;Rörligt;Övrigt;;;;
Swish från MARTIN BERGENSTEIN;Kort;Rörligt;Övrigt;;;;
Swish från SARA PALMQVIST;Kort;Rörligt;Övrigt;;;;
Swish till BILLDALS RIDKLUBB;Kort;Rörligt;Övrigt;;;;
Swish till BSGA GÖTEBORG AB;Kort;Rörligt;Övrigt;;;;
Swish till Jakobsson, Morgan;Kort;Rörligt;Övrigt;;;;
Swish till NYA JÄRNBODEN I VIRSERU;Kort;Rörligt;Boende;;;;
Swish till SF Anytime AB;Kort;Rörligt;Övrigt;;;;
Swish till SOKOLOVA CONSULT AB;Kort;Rörligt;Övrigt;;;;
Swish till TOMAS FRÖDIN;Kort;Rörligt;Övrigt;;;;
Swish till VÄSTTRAFIK AB;Kort;Rörligt;Övrigt;;;;
Swish återbet från SF Anytime AB;Kort;Rörligt;Övrigt;;;;
SwishPaymentMessage;Kort;Rörligt;Övrigt;;;;
SYSTEMBOLAGET ASKIM ASKIM;Kort;Rörligt;Mat;;;;
SYSTEMBOLAGET ASKIM,ASKIM,SE;Kort;Rörligt;Mat;;;;
SYSTEMBOLAGET GOTEBORG,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
SYSTEMBOLAGET HOVAS,HOVAS,SE;Kort;Rörligt;Mat;;;;
säng;Överföring;Rörligt;Boende;;;;
Tack !;Kort;Rörligt;Övrigt;;;;
TANDOORI KITCHEN,GOTEBORG,SE;Kort;Rörligt;Mat;;;;
TANKA SISJON,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
tapetklister;Överföring;Rörligt;Boende;;;;
TAPETKLISTTER;Överföring;Rörligt;Boende;;;;
Taxi;Överföring;Rörligt;Transport;;;;
TAXI GOTEBORG,GOTEBORG,SE;Kort;Rörligt;Transport;;;;
TEAM SPORTIA SODERHAMN,SODERHAMN,SE;Kort;Rörligt;Kläder;;;;
Team Åkered TK;Betalning;Rörligt;Fritid;;;;
termo byxor;Överföring;Rörligt;Kläder;;;;
till dörr;Överföring;Rörligt;Boende;;;;
Till Ebe;Överföring;Rörligt;Övrigt;;;;
Till ene;Överföring;Rörligt;Boende;;;;
TILL G & F;Överföring;Rörligt;Övrigt;;;;
Till ge;Överföring;Rörligt;Övrigt;;;;
Till matinköp;Överföring;Rörligt;Mat;;;;
Tillf mobil freja;Överföring;Fasta;Mobil;;;;
Tillf mobil frha;Överföring;Fasta;Mobil;;;;
toa, kakelvvs;Överföring;Rörligt;Boende;;;;
Toalett,Borlange,SE;Kort;Rörligt;Övrigt;;;;
TOETOE LTD,442088309955,GB;Kort;Rörligt;Övrigt;;;;
TOYSRUS 3212 Askim S;Kort;Rörligt;Övrigt;;;;
TRADERA SWEDEN AB;Betalning;Rörligt;Övrigt;;;;
TRE INDIER GOTEBORG;Kort;Rörligt;Mat;;;;
TRIUMF GLASS OCH GODIS,VESTRA FROLUN,SE;Kort;Rörligt;Mat;;;;
Trygg-Hansa Försäkring filial;Betalning;Fasta;Boende;;;;
TRÄNGSELSKATT TRANSPORTSTYRELS;Betalning;Fasta;Transport;;;;
